"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_annotation"
"68","APOL6",6569.29153707396,1.64003438476128,0.104089431984871,15.7560124355339,6.24511464811986e-56,1.37878253397935e-53,"apolipoprotein L6"
"69","MMP13",745.75945607721,1.53149569898338,0.314027089673108,4.87695408882594,1.07736498406248e-06,2.75460837561121e-05,"matrix metallopeptidase 13"
"70","ZFYVE26",2173.65841161861,1.12335413293916,0.114256749699543,9.83184044612863,8.21043727525548e-23,7.71614676091408e-21,"zinc finger FYVE-type containing 26"
"71","GSDMB",904.879373819033,1.09110841132522,0.123531092663823,8.83266218889976,1.02213359031253e-18,7.89825339314274e-17,"gasdermin B"
"72","SHISA5",5508.51746269981,1.28844956449082,0.0953678077696441,13.5103196206733,1.35930021501007e-41,2.25077460602084e-39,"shisa family member 5"
"73","MOB3C",547.115801397078,1.03878809348264,0.12706648946725,8.17515379419033,2.95488718920352e-16,2.08627035099653e-14,"MOB kinase activator 3C"
"74","C1R",701.551865646664,1.15809299355986,0.148994930682936,7.77270064324742,7.68301678488717e-15,4.79206638838545e-13,"complement C1r"
"75","LY6E",17380.1081084634,1.68066069562256,0.123516876291522,13.6067292671481,3.65226397440979e-42,6.27152340988466e-40,"lymphocyte antigen 6 family member E"
"76","MT2A",2800.38249842313,1.46140426015562,0.160614520216283,9.09883028127033,9.13099041210813e-20,7.42707284456211e-18,"metallothionein 2A"
"77","STARD5",371.27942015083,1.58224489995314,0.146620985183089,10.791394546813,3.78009417477319e-27,4.17280395848574e-25,"StAR related lipid transfer domain containing 5"
"78","APOL3",450.164304246786,1.58281374798265,0.151321694726503,10.4599261252222,1.31958510554678e-25,1.38000821301129e-23,"apolipoprotein L3"
"79","IL15RA",291.476413971016,1.46338738553657,0.16001395592054,9.14537345894543,5.9424182243128e-20,4.9198270882123e-18,"interleukin 15 receptor subunit alpha"
"80","KCNE4",15.8283908514088,2.00387761991352,0.465944497671044,4.3006787931387,1.70275723660429e-05,0.000323105735387845,"potassium voltage-gated channel subfamily E regulatory subunit 4"
"81","EHD4",3140.11501006418,1.22173149604303,0.100511526592466,12.1551381962057,5.38706178883246e-34,7.06873985102553e-32,"EH domain containing 4"
"82","RABGAP1L",4072.12518114313,1.0557066070731,0.0975153669487794,10.8260537811196,2.59081604618277e-27,2.88285283090849e-25,"RAB GTPase activating protein 1 like"
"83","LMO2",904.91273362659,1.6817124339457,0.137750971428061,12.2083526272913,2.80511367736861e-34,3.8251300135804e-32,"LIM domain only 2"
"84","MLKL",353.564108153019,2.07522912744227,0.162119272418686,12.8006318834372,1.62622561842655e-37,2.43216904588116e-35,"mixed lineage kinase domain like pseudokinase"
"85","FLJ32255",83.9313582898929,1.23377387093354,0.205837945467857,5.99390879135159,2.04856298391154e-09,8.16431591496436e-08,"uncharacterized LOC643977"
"86","SAMD9",7519.31341002375,2.15855623817387,0.258580019670003,8.34773019558352,6.95873131847341e-17,5.06748659207574e-15,"sterile alpha motif domain containing 9"
"87","TNFSF10",12435.7439557931,1.24897640677086,0.123579880015308,10.1066322982038,5.16285380780036e-24,5.16619666278383e-22,"TNF superfamily member 10"
"88","SLFN5",7452.39429658513,1.17492895238817,0.0903559463210234,13.0033384655593,1.17116771500164e-38,1.80997463866198e-36,"schlafen family member 5"
"89","PTPRR",44.5149559513885,1.56508830062028,0.310154695403578,5.04615381877024,4.50792533839415e-07,1.2440621732485e-05,"protein tyrosine phosphatase receptor type R"
"90","MASTL",356.760060238374,1.07259243095406,0.13590245281993,7.89236992194127,2.96501308105915e-15,1.94530032756848e-13,"microtubule associated serine/threonine kinase like"
"91","ACSL1",4920.56722657384,1.07295271258679,0.0866789748544926,12.3784656473839,3.41815045713778e-35,4.8023287584171e-33,"acyl-CoA synthetase long chain family member 1"
"92","OGFR",1786.74466478877,1.16642322521968,0.116778293957134,9.98835644617179,1.71399982076765e-23,1.64413955221085e-21,"opioid growth factor receptor"
"93","CHODL",13.1707393532305,1.71139193556252,0.443040116302056,3.86283741040671,0.000112077606507908,0.00161710314203163,"chondrolectin"
"94","USP30-AS1",97.2732752816329,2.09590429971837,0.266573835984152,7.86237813617602,3.76908190431439e-15,2.44972711248172e-13,"USP30 antisense RNA 1"
"95","ACE2",422.408896964555,1.47163394126097,0.157695864383744,9.33210231613831,1.03791416906548e-20,8.91132603551345e-19,"angiotensin I converting enzyme 2"
"96","MYD88",3076.27195332101,1.41218319386786,0.107066344020201,13.1897956056239,1.00457242292303e-39,1.58779520800414e-37,"MYD88 innate immune signal transduction adaptor"
"97","TMEM92",134.634716839573,1.01594129332525,0.162634087495441,6.24679185631198,4.18968776109339e-10,1.81540084327252e-08,"transmembrane protein 92"
"98","IFI30",1231.11537127609,1.24329817113934,0.15536118370952,8.00263065363832,1.21788834994071e-15,8.14404281698336e-14,"IFI30 lysosomal thiol reductase"
"99","NRG2",127.09143933247,1.05440819631813,0.207275119628829,5.08699837301396,3.63774953665908e-07,1.01805751117487e-05,"neuregulin 2"
"100","SERPINE1",1111.77487274277,1.04681640690193,0.145290612591743,7.20498309029373,5.80510533692475e-13,3.19115117037995e-11,"serpin family E member 1"
"101","GBP2",2199.51563739617,1.03949157239186,0.109553524682107,9.4884356793464,2.34527206528381e-21,2.03877432225203e-19,"guanylate binding protein 2"
"102","BTC",284.640185640357,1.04802053545671,0.151929496240134,6.89807154892591,5.27131977356023e-12,2.65647778008874e-10,"betacellulin"
"103","ABAT",410.733976391773,1.54223263642868,0.139865385585017,11.0265497784027,2.84574011242434e-28,3.24437698555001e-26,"4-aminobutyrate aminotransferase"
"104","OPTN",3687.31462322558,1.53885875789257,0.11897035800114,12.9348081635412,2.86336901990044e-38,4.32897822802123e-36,"optineurin"
"105","PLCL1",24.0244675924826,2.01914927464408,0.429433472404831,4.70189075699392,2.57763405059425e-06,6.11814198118011e-05,"phospholipase C like 1 (inactive)"
"106","CNP",3700.34379696381,1.49940908980229,0.115452064945031,12.9872868927567,1.44457834264168e-38,2.20798243602232e-36,"2',3'-cyclic nucleotide 3' phosphodiesterase"
"107","SLC16A1",1917.8575017178,1.1235867780671,0.123196012301361,9.12031775280672,7.49043874557729e-20,6.16476405397837e-18,"solute carrier family 16 member 1"
"108","LIFR",953.434426108367,1.15966408122717,0.152684966335628,7.59514252816504,3.07453841674007e-14,1.87560328238761e-12,"LIF receptor subunit alpha"
"109","PIK3AP1",314.268924618915,1.13340382855728,0.165970038646353,6.82896646769075,8.5528561283341e-12,4.20359278759714e-10,"phosphoinositide-3-kinase adaptor protein 1"
"110","CD68",2159.04364653134,1.2923173392335,0.161110338515829,8.02131850220479,1.04616073705659e-15,7.06361635520393e-14,"CD68 molecule"
"111","GJD3",43.6366697533645,1.51761102424631,0.305352846864874,4.97002415346037,6.69445617503711e-07,1.78036693955241e-05,"gap junction protein delta 3"
"112","TDRD7",1309.3243140579,1.80309656528913,0.110193341993696,16.3630264103641,3.51230554339141e-60,8.57064171983003e-58,"tudor domain containing 7"
"113","TREX1",948.327102494768,1.5842822363893,0.150527255971178,10.5248861820258,6.63415749520354e-26,6.99049216672621e-24,"three prime repair exonuclease 1"
"114","SLC25A28",797.500454882725,2.08083692521176,0.151633729273781,13.7227840743448,7.41620305187796e-43,1.30572111707051e-40,"solute carrier family 25 member 28"
"115","ACKR4",73.8732298307421,1.58061249827766,0.265093322959934,5.96247570715523,2.48444597157696e-09,9.74817420289411e-08,"atypical chemokine receptor 4"
"116","TTN",14.6658938152606,1.90132903491873,0.420505520465491,4.5215316859907,6.139376764424e-06,0.000132803408112556,"titin"
"117","ZNFX1",11845.6209177654,1.57203537077969,0.107628221744521,14.6061631912052,2.56565625656975e-48,4.75809504968382e-46,"zinc finger NFX1-type containing 1"
"118","RBCK1",1866.43971371917,1.12335771908424,0.116248306342569,9.66343299466102,4.31167732328897e-22,3.91968103853767e-20,"RANBP2-type and C3HC4-type zinc finger containing 1"
"119","PSME2",3265.39928872673,1.26582774611108,0.129398432582722,9.78240401252046,1.33989514727851e-22,1.25077863110717e-20,"proteasome activator subunit 2"
"120","FBXO6",960.976826840943,1.43241535566855,0.120798777774677,11.8578629855047,1.95911617537439e-32,2.36950842463325e-30,"F-box protein 6"
"121","HESX1",18.0856562028555,2.63272429193682,0.497232664591229,5.29475330045174,1.19177189621342e-07,3.55715779065075e-06,"HESX homeobox 1"
"122","TRIM5",1930.28508645098,1.65592000466748,0.109560464458668,15.1142112517439,1.30524588376406e-51,2.55699507003863e-49,"tripartite motif containing 5"
"123","BCL2L14",465.133740602691,2.17998417952193,0.178670142233927,12.2011666429847,3.06402192932854e-34,4.1376195160224e-32,"BCL2 like 14"
