"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_annotation"
"28","TRIM22",7916.4717828113,2.05194270976297,0.120526181778634,17.024871106692,5.37106100757869e-65,1.40954882178136e-62,"tripartite motif containing 22"
"29","HLA-H",1668.52905378123,1.04814788800608,0.117166192862737,8.94582184840652,3.69192169404603e-19,2.93433936242779e-17,"major histocompatibility complex, class I, H (pseudogene)"
"30","HDX",186.319927297276,1.28772219162179,0.163838410411487,7.85970877273295,3.85027587802442e-15,2.49085986918333e-13,"highly divergent homeobox"
"31","USP18",1743.00172054833,3.95239859639441,0.230535506729991,17.1444245290317,6.91803559342506e-66,1.88672464841077e-63,"ubiquitin specific peptidase 18"
"32","LAT",19.3370154137464,-1.20620767723476,0.438059564184884,-2.75352435114434,0.00589573840286472,0.033066058647357,"linker for activation of T cells"
"33","PARP12",2450.55150427356,2.5502727898968,0.134466766359123,18.9658222544426,3.26875653815799e-80,1.37773135421938e-77,"poly(ADP-ribose) polymerase family member 12"
"34","TLR3",1083.29936830178,1.02155447813129,0.155340428393006,6.57623059688487,4.82524037205282e-11,2.22232676605572e-09,"toll like receptor 3"
"35","LAG3",106.296371743952,3.47870750863755,0.431032611112932,8.07063646450203,6.99326517435101e-16,4.8392699159228e-14,"lymphocyte activating 3"
"36","CCL5",227.414525394727,3.39541187159452,0.504181361007124,6.7345049503854,1.64489003657401e-11,7.88923293748548e-10,"C-C motif chemokine ligand 5"
"37","TRIM38",2575.96829143647,1.06546470538769,0.110158974047011,9.67206452860565,3.96301395620717e-22,3.62641849453195e-20,"tripartite motif containing 38"
"38","ELOVL7",104.614436898062,1.08718651680608,0.187648232263809,5.79374771448762,6.88328346794246e-09,2.5062719831312e-07,"ELOVL fatty acid elongase 7"
"39","ADM",3976.1715837596,1.14145596294783,0.220882851257473,5.16769842678862,2.36994301996786e-07,6.79660566283153e-06,"adrenomedullin"
"40","ZMYND15",108.108395732328,1.06486220426318,0.204461171980334,5.20813900238036,1.90744015042468e-07,5.52720521922018e-06,"zinc finger MYND-type containing 15"
"41","GBP1",3883.30054639668,2.7275042497058,0.163474517660861,16.6845835591586,1.6968514065804e-62,4.21455468109407e-60,"guanylate binding protein 1"
"42","RNF213",26082.2032846572,1.80738769490719,0.111521472054681,16.2066341271122,4.52692045166547e-59,1.06720231461381e-56,"ring finger protein 213"
"43","PPM1J",105.856798007002,1.60043962642649,0.209559182125207,7.63717251707091,2.22043895127103e-14,1.36655245014287e-12,"protein phosphatase, Mg2+/Mn2+ dependent 1J"
"44","NMI",974.398433560565,1.71204028373769,0.168214872408454,10.1776986732812,2.49389453680251e-24,2.51359268930334e-22,"N-myc and STAT interactor"
"45","DDX60",5735.15189731786,3.53446914986665,0.192136104709028,18.3956532022926,1.42335148585117e-75,5.3506475180281e-73,"DExD/H-box helicase 60"
"46","VTRNA1-3",40.8339609426175,1.03074959181397,0.365081968001218,2.82333744790851,0.00475265195281106,0.0285672584320004,"vault RNA 1-3"
"47","HLA-F",1746.25719315912,2.15891947826234,0.165218962932538,13.0670199106859,5.08176103644694e-39,7.94182182651016e-37,"major histocompatibility complex, class I, F"
"48","SAMD9L",4203.25398789745,3.54095161931281,0.199420685607209,17.7561901792238,1.54363360884864e-70,4.99311624778507e-68,"sterile alpha motif domain containing 9 like"
"49","IDO1",1701.78029356205,3.26844746653835,0.297807003388834,10.9750523975115,5.03766418778582e-28,5.65071541838007e-26,"indoleamine 2,3-dioxygenase 1"
"50","IRF9",4063.47916372633,1.94894479785367,0.0814122750805574,23.9392007645677,1.19722817802018e-126,1.11014978187218e-123,"interferon regulatory factor 9"
"51","SLC15A3",456.720372136515,3.69177794014072,0.298983445980272,12.3477670412037,5.00822543112351e-35,6.96594075214969e-33,"solute carrier family 15 member 3"
"52","SPATS2L",7139.52505766546,1.17858320494581,0.0985375937589089,11.9607467565064,5.7046582856589e-33,7.08447250850264e-31,"spermatogenesis associated serine rich 2 like"
"53","LGALS9",4255.86111742567,1.72254682320325,0.12938720020462,13.3131161388384,1.94209509222151e-40,3.14100007415221e-38,"galectin 9"
"54","C8orf31",64.3043731308103,1.01649215240131,0.246976974884142,4.11573650895251,3.85945011602115e-05,0.000655114544888493,"chromosome 8 open reading frame 31"
"55","KLHDC7B",217.540178924021,2.89260567227133,0.306752978690599,9.42975577488658,4.11044917482596e-21,3.5510706566866e-19,"kelch domain containing 7B"
"56","ADM2",103.893345298371,1.24242357421491,0.36952588330407,3.36220987581691,0.000773213307592562,0.00735107579993503,"adrenomedullin 2"
"57","UBD",67.4938019933862,1.08172189137249,0.280763360633666,3.85278865779035,0.000116780181086465,0.00167453148322849,"ubiquitin D"
"58","ZNF540",28.6419241335514,-1.01055249372728,0.295000070083789,-3.42560085982438,0.000613441127342235,0.00614280247674812,"zinc finger protein 540"
"59","TMEM106A",105.456353838167,1.19937604509547,0.204274892150434,5.87138258877265,4.32175618640661e-09,1.61156318489891e-07,"transmembrane protein 106A"
"60","ZCCHC2",1085.07168792485,1.02885800158682,0.0813489371137976,12.6474670486176,1.15540029187113e-36,1.67400652704538e-34,"zinc finger CCHC-type containing 2"
"61","SKIDA1",24.3923273308036,1.2134058283635,0.338252852639097,3.58727448681168,0.000334152513985841,0.00384930453545811,"SKI/DACH domain containing 1"
"62","UBA7",2758.39752598549,1.20530186991669,0.120446330142074,10.0069621755595,1.42047378002851e-23,1.37203956989004e-21,"ubiquitin like modifier activating enzyme 7"
"63","SLED1",15.820344692599,1.49955994200454,0.47599731816657,3.15035376203483,0.00163072872174212,0.0131184533202494,"proteoglycan 3, pro eosinophil major basic protein 2 pseudogene"
"64","HCG4",103.464655654698,1.01060567356801,0.190930129521007,5.29306545857036,1.20282841253628e-07,3.58247117558184e-06,"HLA complex group 4"
"65","HLA-B",27154.9993096494,1.11637681700192,0.124617421823366,8.9584329435437,3.29325156589819e-19,2.63251931207345e-17,"major histocompatibility complex, class I, B"
"66","FANCA",458.614414738572,1.1963674641263,0.11620631231409,10.2952020445558,7.40639275216006e-25,7.68772513356674e-23,"FA complementation group A"
"67","CMPK2",2831.92597462079,5.98852495600686,0.256391540441715,23.3569522055593,1.17127425674274e-120,9.58309037472633e-118,"cytidine/uridine monophosphate kinase 2"
"68","MX2",9982.14283439673,5.4682599377997,0.209606552490155,26.0882108542696,4.96122329526107e-150,7.66729497930958e-147,"MX dynamin like GTPase 2"
"69","APOL4",247.109088651776,3.02636634421564,0.22218769314517,13.6207649549622,3.01394177267205e-42,5.24011451451194e-40,"apolipoprotein L4"
"70","BATF2",586.470169680473,3.49288037589685,0.190846031806051,18.3020854185039,7.9641232605887e-75,2.91507869556653e-72,"basic leucine zipper ATF-like transcription factor 2"
"71","CPNE5",13.5606786698872,1.50543020753501,0.508742222403865,2.95912181305039,0.00308517122782197,0.0210143471933251,"copine 5"
"72","IL1RN",2602.47993347608,1.14857046608071,0.128032306786469,8.97094252934369,2.93987828148268e-19,2.36362815127992e-17,"interleukin 1 receptor antagonist"
"73","NUPR1",4963.83138207555,2.53334868959493,0.209249075282199,12.1068572760878,9.71453750107666e-34,1.25110650094885e-31,"nuclear protein 1, transcriptional regulator"
"74","HLA-E",11541.5238786995,1.31466007840778,0.128471850603918,10.2330593996106,1.40993441014227e-24,1.44196894931388e-22,"major histocompatibility complex, class I, E"
"75","IFI6",21284.101004025,6.27571808988836,0.204020769044199,30.7601923043863,8.9344733050858e-208,4.14231964001461e-204,"interferon alpha inducible protein 6"
"76","SLC10A5",58.5731322289673,-1.11100681701465,0.291616135026998,-3.80982628725875,0.000139064466978912,0.00193231535585383,"solute carrier family 10 member 5"
"77","SOCS2",130.490162360843,1.00858783707728,0.198243612125033,5.08761834122131,3.62588131409128e-07,1.01678191930838e-05,"suppressor of cytokine signaling 2"
"78","GIMAP2",80.8411496338475,1.84219290404543,0.234781762476503,7.84640546443548,4.28131208015634e-15,2.74418293653892e-13,"GTPase, IMAP family member 2"
"79","TRIM25",3830.4916133553,1.74766791415299,0.0920146338582265,18.9933692160939,1.93505548952423e-80,8.41083962618515e-78,"tripartite motif containing 25"
"80","MILR1",26.3727270414488,1.20738102200895,0.306147633740042,3.94378688235811,8.02049408778182e-05,0.00121389610736624,"mast cell immunoglobulin like receptor 1"
"81","TNFSF14",33.388747708229,1.19807778334746,0.418237539920751,2.8645869129167,0.00417553550902316,0.0260203957862917,"TNF superfamily member 14"
"82","GTPBP2",1677.36374071182,1.1271231479975,0.092385619600018,12.2002012096402,3.10056842118807e-34,4.14671213176009e-32,"GTP binding protein 2"
"83","C5orf56",179.688492649016,1.62581164688361,0.188008048430106,8.6475640828112,5.26103594648165e-18,3.9554458907899e-16,"chromosome 5 open reading frame 56"
"84","IFI16",5821.78962953247,1.56428511874731,0.103467401548266,15.1186276579836,1.22059877053757e-51,2.42532975705815e-49,"interferon gamma inducible protein 16"
"85","STXBP6",90.1444111116416,1.03723214535838,0.16998900146684,6.10176032806875,1.04906602116007e-09,4.3298098778384e-08,"syntaxin binding protein 6"
"86","PMAIP1",386.710038603169,1.05680050142961,0.154618639290214,6.83488424345804,8.20712719394819e-12,4.04797631704346e-10,"phorbol-12-myristate-13-acetate-induced protein 1"
"87","IFITM1",15639.8767998269,4.50656366025622,0.248481365036573,18.1364250779648,1.64382096107094e-73,5.86253993526558e-71,"interferon induced transmembrane protein 1"
"88","FBXO39",42.3064207808681,3.65898886308212,0.411645288776561,8.88869364679697,6.18315497532115e-19,4.83154508717651e-17,"F-box protein 39"
"89","HSH2D",1275.32098599572,2.92124790840686,0.152245883129933,19.1876972194627,4.68964423760282e-82,2.2412285213882e-79,"hematopoietic SH2 domain containing"
"90","NEB",89.7356549253136,1.81470204228857,0.229252096451677,7.91574895225039,2.45769087352336e-15,1.62009584643775e-13,"nebulin"
"91","GBP1P1",170.344543077309,3.12987054639942,0.247419366384294,12.6500628957964,1.11785297569071e-36,1.63665442514548e-34,"guanylate binding protein 1 pseudogene 1"
"92","CX3CL1",1418.159489753,1.16857847592763,0.159357491258135,7.33306270512702,2.24951617290665e-13,1.28606466842599e-11,"C-X3-C motif chemokine ligand 1"
"93","IL17C",18.8786017896261,1.68602482559696,0.49131462125236,3.43166018812811,0.000599898724717997,0.00602889549284872,"interleukin 17C"
"94","GBP5",566.570841912487,2.27867532077341,0.236399071971242,9.63910434069138,5.46628222570885e-22,4.93704671931068e-20,"guanylate binding protein 5"
"95","LEMD1",28.7062072548038,1.27996811164287,0.338155303602843,3.7851487112743,0.000153616689917546,0.00208861636369809,"LEM domain containing 1"
"96","PDCD1LG2",30.6907051507308,2.75168363984333,0.343820898356072,8.00324719352456,1.21180328089688e-15,8.14249847052886e-14,"programmed cell death 1 ligand 2"
"97","SIRPB2",22.1216188092181,1.6029780025405,0.400618857769646,4.00125448778102,6.30075480364048e-05,0.00100042464113967,"signal regulatory protein beta 2"
"98","IFI44L",5630.03065802716,6.48682278538282,0.221816319578553,29.2441187271869,5.33410807846386e-188,1.23653515438923e-184,"interferon induced protein 44 like"
"99","TIAM2",13.6088236744813,1.03535898518922,0.396167093531205,2.61344014203862,0.00896357836142556,0.0442264673391515,"T cell lymphoma invasion and metastasis 2"
"100","CMTR1",2347.69069024153,1.66288471520049,0.104908126747415,15.8508665320483,1.38655676126318e-56,3.11058354716283e-54,"cap methyltransferase 1"
"101","LTF",56.3248767791376,1.30615351195579,0.338668052277525,3.85673671659305,0.000114910815236175,0.00165454920198753,"lactotransferrin"
"102","HERC5",901.637132361201,6.64329872703717,0.34625544178249,19.1861207807684,4.83405389615688e-82,2.2412285213882e-79,"HECT and RLD domain containing E3 ubiquitin protein ligase 5"
"103","KRT39",29.9267519322505,1.70721064358209,0.387928847497937,4.40083446898383,1.07835367104092e-05,0.000214268874435831,"keratin 39"
"104","RORB",13.2513972885376,1.64676550404406,0.483228112828149,3.40784292206465,0.000654785757216198,0.00645915964334758,"RAR related orphan receptor B"
"105","TRIM21",1318.89956940267,2.34143456059839,0.158323874871975,14.7888912047646,1.7277660100312e-49,3.29198594979781e-47,"tripartite motif containing 21"
"106","SOCS1",116.121184059232,3.82589728455984,0.284300557016518,13.4572275366227,2.7919687034725e-41,4.56864619959989e-39,"suppressor of cytokine signaling 1"
"107","TRANK1",4393.08527836102,1.98057561411624,0.131326281851716,15.0813347198283,2.14880684134365e-51,4.15107699392345e-49,"tetratricopeptide repeat and ankyrin repeat containing 1"
"108","NUB1",2962.20526526932,1.503563359055,0.120885753808812,12.4378871097828,1.62752261767969e-35,2.30991960094967e-33,"negative regulator of ubiquitin like proteins 1"
"109","DIP2C",132.243810297155,1.1488126210538,0.1739856123612,6.60291736461995,4.03144286914696e-11,1.87536250391187e-09,"disco interacting protein 2 homolog C"
"110","NLRC5",919.492987416006,2.83851037587924,0.150479900559839,18.8630532404591,2.29571901561515e-79,9.39151640829152e-77,"NLR family CARD domain containing 5"
"111","CFB",23193.6337944282,1.0388620033467,0.144632413888401,7.18277442391504,6.83107598883043e-13,3.68269131506366e-11,"complement factor B"
"112","HES4",893.543252104974,1.26858386606674,0.131075289873689,9.67828388775042,3.7292296701524e-22,3.43508976702979e-20,"hes family bHLH transcription factor 4"
"113","LYPD5",89.0009582583926,1.17509000256923,0.191509430387982,6.13593805896971,8.46581403865731e-10,3.54671709227966e-08,"LY6/PLAUR domain containing 5"
"114","WARS",7996.79124867371,2.21952347917336,0.220097014348701,10.0842961715826,6.48281040695848e-24,6.44067213931325e-22,"tryptophanyl-tRNA synthetase"
"115","C19orf38",36.5313313880058,1.64194549814009,0.353796404377395,4.64093325377221,3.46839153166431e-06,7.98706255197331e-05,"chromosome 19 open reading frame 38"
"116","RNF144A",30.4466529998937,1.83363676089315,0.292823170962267,6.26192508901365,3.80253610823151e-10,1.65797726424427e-08,"ring finger protein 144A"
"117","KRT6B",394.377433024217,1.28011906688939,0.196430052152352,6.51692066902535,7.17653550795446e-11,3.28350106513614e-09,"keratin 6B"
"118","CLEC7A",565.223334800528,1.56847894998032,0.15372314814525,10.2032710681823,1.91704928212757e-24,1.94629477847535e-22,"C-type lectin domain containing 7A"
"119","GBP4",2974.97255618971,3.01749419091202,0.204202209671687,14.7769908844939,2.06173689974192e-49,3.87522953223114e-47,"guanylate binding protein 4"
"120","TRIM14",2976.62914825946,1.81080196423426,0.0922689901186381,19.62524963052,9.4113686003487e-86,4.67509735222322e-83,"tripartite motif containing 14"
"121","IFIT5",2183.39307863096,2.30089905246657,0.141169284617856,16.2988645773411,1.0054255716419e-59,2.41111453033916e-57,"interferon induced protein with tetratricopeptide repeats 5"
"122","MEF2C",43.5747706104248,1.44745750470003,0.286297821803458,5.05577547039006,4.28645407078029e-07,1.18529402923425e-05,"myocyte enhancer factor 2C"
"123","FRMD3",198.52947560054,2.73315718826423,0.317141289542462,8.61810580453695,6.80707690024501e-18,5.09030282825311e-16,"FERM domain containing 3"
"124","HERC6",6563.56361990851,3.64532972492896,0.134906925824867,27.0210717695936,8.35839888442691e-161,1.45321212604367e-157,"HECT and RLD domain containing E3 ubiquitin protein ligase family member 6"
"125","MGAT3",811.369205871895,1.22614489077881,0.156384473245545,7.84057947270504,4.48471987770289e-15,2.84830907666527e-13,"mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase"
"126","PSMB9",1082.67520030152,2.21869312617657,0.208966893920383,10.6174384111863,2.4725300642611e-26,2.66592408246571e-24,"proteasome subunit beta 9"
"127","LOC100506258",62.2925964742032,-1.05369042702784,0.2553104295994,-4.12709511586013,3.6737446927559e-05,0.00062928712969879,"uncharacterized LOC100506258"
"128","CXCL11",532.807037731809,7.59990659128225,0.618352237520864,12.2905782984667,1.01775330767455e-34,1.40157730261834e-32,"C-X-C motif chemokine ligand 11"
"129","NT5C3A",973.110229174722,2.0194427751318,0.323888687819039,6.23499014037839,4.51806547357641e-10,1.94556571739859e-08,"5'-nucleotidase, cytosolic IIIA"
"130","TAP2",2692.40744208621,1.67291317114229,0.132925227318534,12.5853700226024,2.5414908868916e-36,3.64428832430673e-34,"transporter 2, ATP binding cassette subfamily B member"
"131","PARP14",14020.2821994244,2.41988761563966,0.103466239116038,23.3881857146247,5.63692401449688e-121,4.90024850735232e-118,"poly(ADP-ribose) polymerase family member 14"
"132","EDN1",178.266641979911,1.04886954016286,0.193209675776842,5.42865949102006,5.67788930668392e-08,1.77868834159159e-06,"endothelin 1"
"133","IFIH1",3367.29474770951,3.33511398521721,0.152883147244062,21.8147915276303,1.67933863044377e-105,1.11228195289726e-102,"interferon induced with helicase C domain 1"
"134","PLEKHA4",1167.17928777269,1.76958801167803,0.134101950560426,13.1958409574412,9.27144045120939e-40,1.48225822110197e-37,"pleckstrin homology domain containing A4"
"135","TAP1",3989.97211000448,2.60543638662015,0.189831707744334,13.7249799708338,7.19490138315106e-43,1.28299850433651e-40,"transporter 1, ATP binding cassette subfamily B member"
"136","XAF1",3107.87714108837,3.91821215132274,0.137782031801092,28.4377585386405,6.90571491593028e-178,1.37216555379535e-174,"XIAP associated factor 1"
"137","SAMHD1",6284.98308554163,1.38624147741957,0.102227869258435,13.5603088225884,6.88456239023354e-42,1.15370335284046e-39,"SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1"
"138","IL22RA1",78.9850505674833,1.8775449110991,0.256051953600268,7.33267168908311,2.2560915888701e-13,1.28606466842599e-11,"interleukin 22 receptor subunit alpha 1"
"139","SECTM1",3488.66776806723,1.58402795594032,0.144014801084003,10.9990635963616,3.86120561576358e-28,4.36630153737038e-26,"secreted and transmembrane 1"
"140","APOBEC3A",160.079500115668,3.08230092411014,0.25968391535903,11.8694333449519,1.70619352271327e-32,2.08170576380867e-30,"apolipoprotein B mRNA editing enzyme catalytic subunit 3A"
"141","THSD1",110.397849904021,1.09138285640965,0.166746164815006,6.54517516262198,5.94256924352576e-11,2.72789424449504e-09,"thrombospondin type 1 domain containing 1"
"142","ADAR",18714.4034639117,1.38304171843265,0.0805305140612957,17.1741324956643,4.14807694662711e-66,1.15391204501273e-63,"adenosine deaminase RNA specific"
"143","SEMA3D",25.8388329416977,1.30331538620846,0.433379523315271,3.00733033309544,0.00263553199712359,0.018645785629701,"semaphorin 3D"
"144","IFITM2",2486.74839656507,1.8644686831248,0.166666402287597,11.1868298441308,4.73045378288766e-29,5.48299013884871e-27,"interferon induced transmembrane protein 2"
"145","APOBEC3G",720.076223071161,1.9621520903117,0.161961580559267,12.1149230795119,8.80466950250276e-34,1.14452474869449e-31,"apolipoprotein B mRNA editing enzyme catalytic subunit 3G"
"146","PLSCR1",4973.06865742403,2.18363964434737,0.122672907854419,17.8005044678551,7.00351615144344e-71,2.37590015001041e-68,"phospholipid scramblase 1"
"147","MYO15A",19.7442528181998,-1.17284741668647,0.432150510019263,-2.71397901771351,0.00664803767996703,0.0360731573300712,"myosin XVA"
"148","CYP26B1",332.853461677139,1.04077675872816,0.175727126548329,5.92268694749252,3.16723425761814e-09,1.21358295562564e-07,"cytochrome P450 family 26 subfamily B member 1"
"149","CPED1",22.4413030531839,1.53411111781233,0.352709836287912,4.34949910656889,1.36448839740378e-05,0.00026505740858523,"cadherin like and PC-esterase domain containing 1"
"150","GNB4",589.808810295043,1.16157211347152,0.125099226134549,9.28520622679314,1.61394323476585e-20,1.36880100319257e-18,"G protein subunit beta 4"
"151","TOR1B",1445.89750551741,1.84474931070689,0.118774851401584,15.5314806875211,2.12417852975761e-54,4.40973121946248e-52,"torsin family 1 member B"
"152","DDX60L",2927.41443652127,3.53450944964904,0.231215149359995,15.2866689723082,9.38280566868447e-53,1.8913832470396e-50,"DExD/H-box 60 like"
"153","SPTBN5",29.4437467286743,1.30879727320462,0.39746395198351,3.2928703764786,0.00099170183923093,0.00891764164941474,"spectrin beta, non-erythrocytic 5"
"154","STC1",495.147148373623,1.20612146383147,0.178067633839852,6.7733896263047,1.25799557088746e-11,6.05448456590786e-10,"stanniocalcin 1"
"155","OAS2",17664.5787205403,4.43359769732718,0.14677147530689,30.2074888056878,1.88863527734166e-200,5.25380561450902e-197,"2'-5'-oligoadenylate synthetase 2"
"156","HTR2B",48.4694497886171,1.08505713837443,0.23818722640463,4.55547996738981,5.2266096809917e-06,0.000114663902291662,"5-hydroxytryptamine receptor 2B"
"157","SCO2",518.025362856568,1.1816271291073,0.151328126948706,7.80837741755589,5.79288975920473e-15,3.66242289367176e-13,"SCO cytochrome c oxidase assembly protein 2"
"158","SP100",4925.66206792291,1.99505212897008,0.100785739539876,19.7949842713684,3.28854766517017e-87,1.69408923980933e-84,"SP100 nuclear antigen"
"159","ARL9",20.3321286176663,1.18103191478321,0.36499899534103,3.23571278238652,0.00121339410360534,0.0104051766163293,"ADP ribosylation factor like GTPase 9"
"160","PSMB8",3395.00487177181,1.43771209471409,0.122648908973162,11.7221759798018,9.81188792398957e-32,1.17649611323078e-29,"proteasome subunit beta 8"
"161","PPM1K",938.294545019799,2.89446448297809,0.164258083065185,17.6214432128094,1.68647096620709e-69,5.33116469749418e-67,"protein phosphatase, Mg2+/Mn2+ dependent 1K"
"162","CYP2J2",418.845422388751,1.33326321016596,0.146995531514256,9.07009346768244,1.18914964451949e-19,9.61621070094279e-18,"cytochrome P450 family 2 subfamily J member 2"
"163","APOL6",6569.29153707396,1.64003438476128,0.104089431984871,15.7560124355339,6.24511464811986e-56,1.37878253397935e-53,"apolipoprotein L6"
"164","MMP13",745.75945607721,1.53149569898338,0.314027089673108,4.87695408882594,1.07736498406248e-06,2.75460837561121e-05,"matrix metallopeptidase 13"
"165","FGD2",117.405113121904,2.03125580480677,0.279983370929819,7.25491588325768,4.0191152734729e-13,2.22716630831612e-11,"FYVE, RhoGEF and PH domain containing 2"
"166","ZFYVE26",2173.65841161861,1.12335413293916,0.114256749699543,9.83184044612863,8.21043727525548e-23,7.71614676091408e-21,"zinc finger FYVE-type containing 26"
"167","GSDMB",904.879373819033,1.09110841132522,0.123531092663823,8.83266218889976,1.02213359031253e-18,7.89825339314274e-17,"gasdermin B"
"168","HCG4B",23.722289166646,1.50337799517562,0.325574851398271,4.61761093867953,3.88183166969418e-06,8.82934584179794e-05,"HLA complex group 4B"
"169","UBQLNL",28.5046898243985,2.80610838617178,0.384765556939331,7.29303425310035,3.03051003088109e-13,1.69822139740537e-11,"ubiquilin like"
"170","SHISA5",5508.51746269981,1.28844956449082,0.0953678077696441,13.5103196206733,1.35930021501007e-41,2.25077460602084e-39,"shisa family member 5"
"171","BRIP1",182.65214518648,1.24675439082159,0.215184037403677,5.79389812490006,6.87711842646549e-09,2.5062719831312e-07,"BRCA1 interacting protein C-terminal helicase 1"
"172","MOB3C",547.115801397078,1.03878809348264,0.12706648946725,8.17515379419033,2.95488718920352e-16,2.08627035099653e-14,"MOB kinase activator 3C"
"173","CD274",358.23407306725,3.0037877584392,0.248733354213957,12.076336798222,1.40856352171584e-33,1.78106454759505e-31,"CD274 molecule"
"174","C1R",701.551865646664,1.15809299355986,0.148994930682936,7.77270064324742,7.68301678488717e-15,4.79206638838545e-13,"complement C1r"
"175","PATL2",169.64462687854,1.37124855310802,0.182715780070146,7.50481733204205,6.1514319921656e-14,3.70390768740395e-12,"PAT1 homolog 2"
"176","LY6E",17380.1081084634,1.68066069562256,0.123516876291522,13.6067292671481,3.65226397440979e-42,6.27152340988466e-40,"lymphocyte antigen 6 family member E"
